rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness
1413,1,20.8,7.83,0.47
2243,2,4.3,8.25,0.72
1942,2,14.2,8.51,0.67
738,5,16.6,9.58,0.59
2883,1,11.5,9.15,0.82
3057,4,14.0,10.76,0.48
1371,3,8.9,7.6,0.63
1528,4,13.5,7.04,0.78
2000,3,10.1,7.96,0.88
2260,4,15.1,7.75,0.9
3207,1,0.0,8.7,0.97
1676,2,11.3,8.07,0.6
1241,2,11.6,6.28,0.71
834,6,20.5,11.65,0.67
1288,1,9.2,8.37,0.57
1776,0,5.9,7.41,0.58
3056,4,17.5,9.79,0.67
1437,5,10.3,8.67,0.67
1956,3,4.0,8.19,0.63
1788,0,11.1,6.52,0.6
2631,2,16.9,7.25,0.8
3568,3,9.8,8.06,0.63
1428,4,9.1,6.77,0.65
1457,0,14.0,7.17,0.59
2530,5,16.6,10.3,0.67
2277,3,10.2,6.71,0.67
3092,5,15.3,10.17,0.54
2208,3,6.7,9.51,0.39
1548,4,14.4,9.93,0.89
2213,2,0.5,9.92,0.56
2576,4,8.5,7.69,0.94
2374,7,15.6,9.86,0.51
2155,4,13.6,8.4,0.77
2546,2,8.4,8.29,0.8
2618,3,16.5,9.36,0.48
2767,2,11.3,6.02,0.95
2254,1,6.8,8.33,0.69
1683,3,10.6,8.17,0.8
1902,2,13.6,8.89,0.36
2644,2,12.3,9.44,0.62
1228,1,7.6,5.14,0.7
2058,1,16.5,8.03,0.84
1524,2,5.7,5.18,0.68
1820,2,18.0,9.75,0.95
2694,2,3.2,8.92,0.43
1933,1,3.0,6.09,0.58
1832,3,6.0,7.64,0.54
848,3,17.6,7.28,0.48
2322,7,13.5,11.46,0.5
2251,3,10.1,7.4,0.4
3314,2,3.4,6.57,0.49
1584,0,5.4,4.94,0.45
1953,0,6.8,6.33,0.86
1974,2,13.3,6.73,0.56
2904,4,14.5,8.55,0.6
1733,2,7.1,9.55,0.74
1995,3,4.8,6.14,0.6
2225,3,10.3,8.68,0.36
1930,2,19.4,9.47,0.79
1487,2,12.0,6.69,0.64
1935,5,8.4,9.44,0.88
2551,6,7.5,9.04,0.57
1081,5,9.0,9.37,0.62
1893,4,11.3,7.2,0.55
1309,1,15.2,7.51,0.74
2636,4,0.0,6.69,0.78
733,3,13.0,8.69,0.89
1408,2,5.5,6.73,0.84
2895,1,10.4,6.37,0.63
1753,2,21.0,7.7,0.53
1411,3,12.3,8.5,0.74
3116,3,19.6,9.03,0.51
786,0,3.7,4.55,0.76
500,2,8.9,6.61,0.54
2108,3,1.8,6.9,0.77
1448,2,11.2,7.6,0.78
1085,2,9.1,9.29,0.69
2295,3,13.6,7.45,0.78
1970,4,12.0,10.8,0.79
1405,3,18.7,8.21,0.67
903,2,9.2,6.07,0.84
2410,2,13.1,8.55,0.91
2255,4,20.9,9.8,0.7
1730,1,18.0,8.86,0.69
3092,3,13.6,11.2,0.8
1050,2,11.1,7.39,0.79
732,3,13.7,8.39,0.5
1315,2,18.5,8.37,0.6
1768,5,14.5,6.76,0.8
1970,7,17.2,10.36,0.57
1631,3,7.4,10.09,0.73
2046,3,7.7,8.6,0.63
923,1,12.1,4.48,0.94
2810,4,8.3,9.87,0.5
1742,1,10.8,10.1,0.86
2582,3,10.2,7.46,0.81
2039,0,4.8,6.7,0.95
2119,4,8.6,7.77,0.65
2113,6,17.9,8.68,0.69
2249,1,2.3,7.77,0.68
2730,2,22.9,10.41,0.79
1937,4,13.5,8.44,0.67
2296,1,5.6,4.74,0.95
1737,2,9.4,7.37,0.67
2808,2,18.4,8.04,0.81
1326,3,8.0,9.27,0.77
3060,3,9.5,9.77,0.53
1771,3,14.4,9.28,0.58
798,2,9.2,7.54,0.55
1889,3,18.5,8.18,0.72
1323,2,6.6,6.46,0.83
2388,4,9.4,9.61,0.71
1343,4,11.0,10.19,0.77
1487,4,11.5,6.16,0.71
500,1,10.9,5.14,0.52
1483,4,11.8,9.55,0.66
500,3,8.0,5.8,0.74
691,3,14.1,7.38,0.82
2332,3,7.7,7.11,0.73
2350,3,15.8,8.0,0.8
2097,2,0.8,9.44,0.78
1766,6,14.9,6.86,0.29
1797,1,11.1,9.56,0.77
989,3,14.1,8.34,0.79
2852,4,13.0,9.74,0.45
2414,3,22.0,10.85,0.52
1645,1,12.4,8.31,0.83
1818,2,19.6,7.99,0.85
1945,4,14.3,10.82,0.42
500,0,5.0,6.36,0.74
1626,2,0.0,8.92,0.79
1322,3,13.5,6.58,0.61
1098,1,12.4,6.57,0.75
1603,3,5.3,6.22,0.34
3058,0,8.2,7.0,0.91
2248,4,5.8,7.19,0.53
1400,3,15.8,7.49,0.73
2200,0,11.4,6.14,0.68
2779,1,0.0,8.63,0.4
2447,2,3.1,6.85,0.43
1841,0,0.0,7.07,0.73
1347,1,11.0,7.57,0.75
2288,3,13.5,7.2,0.74
2075,2,14.8,6.39,0.65
2426,3,6.1,8.05,0.4
2244,1,6.9,8.77,0.52
2534,4,8.9,10.34,0.54
1425,2,5.8,6.98,0.67
2722,2,5.7,7.46,0.79
1938,3,5.2,9.49,0.63
3252,4,14.7,10.63,0.49
1317,1,16.5,5.61,0.56
3015,5,18.4,10.58,0.64
1938,0,6.0,6.89,0.79
1344,1,8.7,6.02,0.66
1461,3,13.6,8.47,0.58
1575,4,13.6,8.88,0.59
2096,3,7.1,8.25,0.93
2165,3,13.8,5.5,0.53
1398,2,13.0,6.85,0.45
1782,1,4.5,9.48,0.66
3299,7,17.0,11.17,0.59
3009,7,15.3,11.66,0.43
2105,4,15.2,9.13,0.76
1826,7,13.1,11.4,0.32
1884,3,21.2,9.55,0.62
2229,0,1.0,7.31,0.74
1084,3,20.7,4.93,0.69
1619,2,6.2,8.52,0.68
631,3,14.4,7.66,0.61
2079,3,6.2,8.97,0.53
2253,0,4.2,8.4,0.76
1461,1,4.7,7.83,0.51
2901,3,9.0,8.19,0.44
941,3,6.8,8.73,0.51
774,5,24.8,10.25,0.5
1957,5,19.1,9.28,0.61
2532,3,10.2,9.69,0.91
2978,4,17.8,8.93,0.63
1478,3,22.9,10.37,0.68
2555,3,16.9,8.59,0.6
1773,2,18.0,8.79,0.75
1679,3,17.9,9.88,0.6
2418,1,16.5,7.64,0.57
2256,3,16.5,8.12,0.56
696,1,4.0,7.11,0.65
2833,2,18.1,8.99,0.87
2766,4,13.1,7.21,0.66
1362,2,12.0,8.23,0.88
2077,4,2.5,7.93,0.58
2145,5,10.2,9.79,0.67
1982,3,17.8,7.96,0.69
1414,5,19.0,7.43,0.42
1329,1,13.2,7.58,0.79
1782,6,8.0,11.03,0.49
2620,2,11.6,8.55,0.77
2180,1,9.0,7.6,0.98
1540,3,15.2,8.95,0.58
2340,4,12.1,8.78,0.58
500,3,7.8,7.12,0.75
2604,2,7.3,8.05,0.74
582,2,0.0,7.63,0.53
1546,5,12.6,7.86,0.84
1016,4,12.0,9.52,0.45
893,2,3.4,7.42,0.69
2612,2,7.9,6.44,0.87
1472,3,24.8,8.51,0.59
2042,2,6.3,7.45,0.83
1767,2,15.5,6.3,0.58
2133,1,9.4,7.17,0.7
1853,1,10.3,7.67,0.62
901,3,16.1,8.73,0.81
2497,1,0.0,6.63,0.78
1454,3,14.5,10.38,0.59
710,3,6.5,8.54,0.6
1500,0,11.4,6.77,0.9
2850,2,12.3,11.21,0.81
2395,3,3.2,7.81,0.47
1555,1,12.9,7.73,0.44
1574,1,9.9,7.86,0.91
3253,4,24.1,9.91,0.86
2067,1,5.2,6.72,0.58
2101,5,13.0,9.56,0.81
2521,3,16.9,8.27,0.48
1967,2,14.9,7.1,0.71
1618,1,11.7,7.09,0.76
1662,1,4.9,6.14,0.54
2309,6,21.1,10.6,0.28
1836,2,14.0,8.85,0.97
1743,3,17.3,8.18,0.46
1855,3,14.7,7.68,0.5
500,1,7.8,5.89,0.87
2441,2,8.1,11.32,0.79
2042,0,2.0,7.77,0.82
2498,2,10.0,7.57,0.58
500,3,8.8,6.81,0.67
3261,2,9.6,7.48,0.69
1702,3,12.9,6.35,0.69
2575,6,12.4,10.72,0.76
1072,1,13.9,6.25,0.91
2228,3,10.7,8.79,0.52
1363,0,11.7,6.55,0.88
3139,5,14.5,9.83,0.65
1666,4,7.3,7.01,1.0
1952,2,2.9,7.74,0.77
2409,3,9.6,9.75,0.76
2146,2,18.4,9.62,0.81
1905,2,12.9,9.43,0.61
2055,5,17.1,10.02,0.61
3482,1,8.2,7.19,0.61
1759,2,12.2,9.37,1.0
1940,4,16.9,8.45,0.36
2535,4,12.0,7.99,0.61
2573,6,8.2,8.5,0.88
2630,1,5.2,9.91,0.59
2247,4,8.8,9.27,0.9
999,3,24.1,9.84,0.53
2943,4,14.4,8.2,0.44
997,1,8.0,5.85,0.96
2011,2,3.7,7.45,0.63
1272,3,15.7,5.77,0.55
1755,2,12.7,5.83,0.5
2030,4,13.5,9.67,0.91
2024,3,13.9,6.76,0.86
2095,3,5.9,8.56,0.58
2929,5,14.0,9.69,0.71
2117,4,13.3,10.57,0.57
1629,3,15.5,8.1,0.52
2474,4,17.7,7.61,0.73
2632,4,0.0,9.93,0.58
940,4,11.7,6.96,0.62
2218,5,18.5,9.59,0.76
2290,1,17.6,7.42,0.73
1591,6,10.0,9.19,0.42
2762,3,11.3,9.85,0.69
1694,2,13.7,8.41,0.36
1887,5,17.1,9.15,0.61
1678,3,5.4,8.14,0.69
1810,3,6.1,5.6,0.52
1032,4,2.1,6.65,0.74
791,1,6.9,5.66,0.62
2916,4,8.6,7.68,0.62
1207,1,0.0,6.71,0.67
1106,1,11.4,5.45,0.9
500,4,11.5,6.86,0.41
1352,2,13.3,10.39,0.67
873,1,11.0,7.03,0.62
2949,7,20.5,9.46,0.81
2506,3,10.0,8.77,0.65
1318,2,10.4,8.66,0.52
3376,3,10.7,8.92,0.59
1572,1,12.8,7.05,0.79
500,3,14.0,6.72,0.54
3403,4,6.1,10.55,0.54
827,3,21.6,9.79,0.82
648,2,8.0,7.44,0.46
2515,3,10.1,8.34,0.76
3507,2,18.8,9.58,0.71
2768,6,15.7,9.66,0.42
2194,1,7.3,6.96,0.78
2216,3,15.2,8.91,0.53
2397,3,6.5,7.6,0.42
2331,5,5.5,9.56,0.56
1996,4,9.1,7.95,0.58
1872,3,20.4,11.3,0.89
1756,1,4.8,6.82,0.55
1272,4,11.0,7.06,0.35
1603,2,11.3,7.38,0.47
614,1,12.1,7.03,0.72
1731,1,11.0,8.04,0.57
1107,1,4.7,4.06,0.53
1027,1,17.0,6.84,0.68
2774,3,17.5,9.69,0.78
2442,2,4.6,7.06,0.81
700,2,12.7,8.24,0.62
1107,1,12.2,6.76,0.69
2458,4,8.9,7.96,0.95
1112,4,16.4,7.9,1.0
1642,6,8.1,10.44,0.96
2185,1,4.1,7.92,0.74
1122,2,13.9,8.75,0.64
1873,1,1.8,5.43,0.52
866,1,12.8,7.37,0.87
1379,5,8.6,10.69,0.66
2023,4,16.6,9.27,0.53
684,2,1.6,7.53,0.74
2108,2,8.9,8.72,0.61
1786,1,11.8,8.24,0.6
2186,2,19.8,8.16,0.76
1956,3,7.7,8.6,0.9
2754,4,3.7,7.72,0.85
1887,1,3.5,8.61,0.4
1499,5,17.1,9.36,0.67
1885,4,22.5,7.97,0.63
2180,2,7.1,9.71,0.69
1834,3,16.4,11.03,0.67
1828,3,12.0,8.31,0.62
1308,4,15.0,6.69,0.27
1335,1,8.0,7.52,0.81
818,5,8.6,6.11,0.72
3024,3,18.1,7.29,0.74
929,4,10.5,9.26,0.6
1314,4,8.9,8.46,0.42
1297,0,9.0,6.03,0.77
2426,1,8.6,10.03,0.68
1593,4,23.1,8.51,0.98
2673,5,14.5,9.6,0.52
1995,3,16.7,8.45,0.63
1215,3,11.8,7.54,0.46
968,2,12.2,5.62,0.69
2016,2,15.3,8.49,0.62
2243,6,20.5,10.96,0.53
2089,1,4.8,7.44,0.77
1670,2,4.9,8.65,0.68
1709,4,7.0,7.41,0.74
1830,1,11.1,9.67,0.83
1697,4,20.1,8.07,0.58
2474,5,5.2,10.05,0.41
3347,4,22.1,10.14,0.64
1409,1,13.7,8.47,0.81
841,5,8.0,8.56,0.51
1738,3,9.8,6.16,0.59
3605,3,7.0,8.49,0.73
1237,1,15.4,6.38,0.9
2947,3,15.3,10.5,1.0
2974,4,11.1,8.02,0.7
1412,1,9.1,7.89,0.75
2198,3,15.6,8.29,0.56
2939,3,10.3,7.65,0.98
1534,2,6.3,8.67,1.0
1657,3,11.0,8.49,0.71
1392,1,10.7,6.92,0.58
1089,1,4.0,5.19,0.43
1345,1,7.7,5.77,0.7
943,1,8.9,9.17,0.58
1823,2,10.5,9.24,0.94
1261,1,15.5,5.38,0.66
1963,2,13.2,8.7,0.8
710,5,16.4,7.74,0.69
2031,4,7.3,8.91,0.36
2383,4,10.3,9.95,0.64
500,0,9.4,5.02,0.81
2061,5,13.7,8.88,0.74
2659,1,13.5,8.02,0.38
953,2,13.7,8.29,1.0
2970,1,0.0,5.66,0.64
2093,1,10.4,6.36,0.45
1306,4,15.2,9.84,0.64
1760,3,1.3,6.07,0.65
2190,2,12.1,7.81,0.63
2177,5,11.5,10.19,0.82
1155,1,6.8,6.17,0.55
1918,1,10.3,7.66,1.0
810,2,15.6,7.37,0.85
1722,5,18.6,6.93,0.71
1167,2,6.4,7.22,0.56
1285,4,14.4,8.23,0.69
2665,2,8.5,6.77,0.98
2563,5,11.1,8.25,0.71
2226,5,18.3,9.89,0.41
1035,3,23.7,8.09,0.42
1578,2,9.3,7.43,0.45
2649,2,7.4,7.25,0.89
1899,5,8.5,7.73,0.44
3423,3,17.2,8.98,0.68
2075,4,23.7,10.61,0.78
1934,5,6.5,8.9,0.65
1583,2,8.7,7.25,0.42
1893,5,3.0,9.11,0.5
1693,4,16.0,9.14,0.67
2295,1,5.9,6.59,0.68
2469,7,11.5,9.29,0.76
1249,1,6.1,5.98,0.67
868,1,2.5,4.81,0.8
514,1,15.3,7.83,0.8
2155,3,15.6,8.2,0.63
1027,2,17.2,10.04,0.69
500,5,11.4,7.69,0.56
2072,6,17.1,10.89,0.86
3545,2,12.6,8.34,0.85
1795,1,11.7,7.38,1.0
2386,4,10.4,8.44,0.61
1857,3,14.6,7.89,0.39
1730,1,13.5,8.88,0.39
2443,4,14.0,9.26,0.43
1596,2,11.6,7.05,0.77
1987,3,20.6,6.65,0.78
2025,2,14.3,7.41,0.81
1332,1,5.2,7.76,1.0
2494,3,10.0,7.99,0.47
1677,3,19.9,7.71,0.64
1270,1,22.5,8.14,0.87
2175,1,6.3,5.51,0.72
1171,2,13.1,10.86,0.49
1819,1,11.2,9.48,0.84
1793,3,14.0,9.36,0.62
2560,3,7.6,8.97,0.62
2132,1,12.1,5.91,0.64
1782,1,5.2,4.87,0.61
2372,3,2.8,8.24,0.77
2773,6,19.4,11.88,0.75
2190,3,20.8,8.71,1.0
1807,4,10.8,7.74,0.54
881,1,9.3,6.44,0.77
1054,4,8.3,7.31,0.77
1586,3,12.5,9.16,0.89
1373,2,9.8,6.28,0.55
1669,1,4.9,7.46,0.69
1839,2,7.4,7.48,0.69
2170,2,0.4,10.63,0.59
1750,3,3.1,6.76,0.58
2140,2,0.5,7.34,0.52
1845,3,8.1,9.74,0.84
500,4,11.2,6.07,0.59
1142,2,12.1,9.27,0.6
1699,1,14.1,6.25,0.57
953,0,0.8,4.88,0.8
2219,1,14.2,9.02,0.98
2871,6,13.6,9.53,0.55
2653,7,19.6,11.15,0.56
1650,0,11.2,7.05,0.81
2843,0,9.2,9.2,0.75
1904,1,11.2,5.54,0.48
1564,1,12.7,7.11,0.69
1370,2,23.0,7.8,0.62
1588,2,24.5,9.14,0.79
1528,2,8.7,8.29,0.75
1919,3,18.7,8.23,0.64
1912,3,11.9,8.96,0.73
1802,1,12.3,9.16,0.71
2105,2,6.9,7.44,0.53
2633,3,17.5,9.22,0.57
2464,3,14.6,9.29,0.7
760,4,19.0,9.59,0.53
500,2,7.1,9.01,0.9
2454,1,0.0,7.01,0.66
843,1,19.3,7.85,0.57
1642,1,5.9,7.11,0.99
980,2,9.9,5.65,0.75
538,3,21.1,8.7,0.93
2179,2,5.3,6.3,0.75
2331,2,13.3,7.55,0.59
1396,2,20.9,6.7,0.68
500,5,15.6,8.07,0.53
1417,3,22.2,5.51,0.84
2074,2,10.9,8.08,0.72
764,4,18.1,6.93,1.0
1928,4,12.2,7.91,0.67
1789,0,4.2,5.84,1.0
2205,7,17.5,10.17,0.48
1883,4,1.5,9.55,0.5
1118,1,4.4,7.23,0.79
2637,3,10.7,8.49,0.59
1689,0,9.9,6.86,0.95
1780,3,20.4,8.14,0.75
1146,3,10.2,6.67,0.54
1489,2,6.7,8.35,0.71
1180,2,11.8,8.56,0.95
1678,2,7.2,9.65,0.84
2998,3,3.4,7.7,0.45
839,2,7.0,6.83,0.95
670,6,9.7,7.28,0.74
2829,3,15.4,7.55,0.75
1653,3,8.0,9.26,0.88
1331,2,14.2,8.59,0.73
2527,6,11.8,10.38,0.48
1376,1,10.8,8.71,0.95
3078,5,16.8,11.43,0.43
2274,2,7.0,7.37,0.58
1458,3,6.6,7.03,0.96
3310,4,16.6,10.02,0.51
1375,5,9.7,8.0,0.67
2319,3,4.4,6.96,0.71
2009,4,8.5,6.97,0.43
2711,2,7.0,8.85,0.62
2893,2,15.8,7.61,0.5
1822,4,3.2,8.71,0.65
1272,1,16.5,7.27,0.63
2121,1,5.2,9.6,0.86
1325,2,11.7,7.98,1.0
3209,4,16.9,8.02,0.58
1895,4,11.6,8.38,0.77
1929,0,16.8,6.64,0.84
857,2,9.0,7.81,0.88
1119,1,7.2,6.4,0.67
2640,6,25.3,10.65,0.27
1340,2,8.1,8.1,0.78
1067,3,1.1,7.61,0.72
2175,0,16.0,6.22,0.85
2629,3,6.2,6.56,0.69
2497,4,13.8,7.04,0.45
1270,3,11.3,8.85,0.77
804,4,6.2,7.93,0.89
2850,1,12.0,7.0,0.55
1574,2,5.3,7.24,0.68
1624,2,13.2,10.27,0.58
2729,2,11.0,9.95,0.61
2189,2,17.0,6.91,0.73
2119,3,7.3,8.79,0.7
3315,1,2.8,7.74,0.66
1349,3,8.5,7.57,0.88
2449,1,10.9,6.2,0.85
1839,3,18.9,11.03,0.75
1988,3,9.2,10.3,0.94
2869,2,9.4,7.18,0.68
2155,1,9.9,9.12,0.64
2176,6,10.8,10.75,0.67
2550,4,6.3,8.52,0.59
1544,2,10.0,9.08,0.93
1212,2,14.6,7.41,0.67
1068,2,8.9,7.62,0.83
500,3,16.0,6.06,0.52
3239,5,6.0,8.03,0.47
1027,3,11.1,8.58,0.58
1645,3,0.7,8.6,0.7
1606,5,15.7,8.52,0.75
2015,3,6.8,9.48,0.92
2371,2,14.3,6.19,0.65
2402,1,0.0,5.95,0.73
1391,2,15.6,9.4,0.65
1683,3,4.2,8.37,0.65
1997,3,8.7,7.61,0.58
1625,3,6.9,8.32,0.47
2925,4,16.4,10.26,0.63
2143,1,10.3,9.33,0.66
2314,5,18.2,8.16,0.72
2264,1,11.2,8.6,0.63
2621,5,11.6,9.79,0.5
1926,5,9.1,10.31,0.63
892,1,12.1,5.99,0.59
2079,7,19.0,10.27,0.62
1344,7,12.9,9.98,0.68
1429,0,3.2,4.71,0.66
2210,4,14.4,8.39,0.36
2666,3,18.1,10.37,0.76
1814,5,14.1,8.55,0.56
2016,3,10.4,8.5,0.48
2991,6,13.8,8.01,0.34
1968,1,2.0,8.01,0.79
3621,1,15.1,5.99,0.57
2195,2,9.3,7.22,1.0
567,2,6.1,7.71,0.54
2327,3,3.2,9.66,0.71
2066,4,16.6,7.52,0.66
2702,4,16.9,8.62,0.42
2271,3,12.4,9.16,0.89
1703,0,11.1,4.45,0.61
942,2,9.7,7.81,1.0
1653,2,4.4,6.18,0.53
1204,3,18.0,8.75,0.91
1393,2,14.7,8.9,0.59
2212,4,8.4,9.97,0.81
2968,4,17.4,9.96,0.7
2076,0,13.6,7.26,0.49
962,3,12.1,8.77,0.94
2111,4,10.4,7.66,0.44
2637,3,13.7,7.95,0.66
1373,4,13.2,9.15,0.5
1706,4,9.7,8.54,0.64
1810,1,15.3,10.08,0.83
1250,1,13.3,8.32,0.68
2253,2,11.8,6.75,0.49
1715,1,7.8,6.14,0.63
2093,2,16.9,7.96,0.71
1178,3,8.4,9.67,0.52
1493,1,11.8,7.48,0.84
2305,3,8.7,7.18,0.5
1539,1,16.6,8.19,0.81
3008,5,11.7,9.79,0.51
1520,4,11.2,10.72,0.99
1957,3,10.5,7.52,0.75
2452,0,3.7,6.48,0.89
807,2,19.7,5.22,0.63
567,0,11.3,4.64,0.88
732,2,11.0,5.98,0.69
2683,4,10.1,7.29,0.6
1413,2,13.2,8.49,0.76
3590,3,6.2,8.54,0.47
1405,1,2.7,7.7,0.64
1929,2,6.5,6.75,0.59
2879,2,14.4,8.39,0.99
3204,2,14.7,6.39,0.9
3243,2,10.9,7.48,0.58
2645,1,8.2,8.24,0.83
2516,4,12.6,5.9,0.57
2214,4,16.2,8.3,0.74
2344,4,2.5,8.52,0.78
1414,5,16.1,9.24,0.57
1227,2,14.2,7.93,0.57
1797,1,13.0,7.78,0.75
1680,4,14.4,9.71,0.62
1482,2,13.2,8.07,0.72
2287,3,19.5,10.73,0.76
2468,0,4.7,6.5,0.79
1861,1,9.0,8.79,0.83
2834,3,10.6,8.55,0.62
1000,2,16.3,8.71,0.71
1664,0,6.4,7.35,0.64
1298,3,7.2,7.27,0.59
500,2,6.9,6.28,0.82
1742,4,5.2,8.6,0.32
1714,3,10.5,10.13,0.84
2859,4,12.3,9.53,0.66
2241,4,6.3,9.6,0.47
1083,2,7.4,9.14,0.8
3097,5,12.2,10.35,0.64
2654,1,13.5,8.17,0.8
2207,1,5.0,7.64,0.75
1641,5,8.2,7.13,0.5
1128,3,10.0,6.54,0.63
1539,2,14.1,8.82,0.71
2562,1,8.2,7.07,0.81
3119,5,16.3,9.61,0.52
2880,4,9.1,8.72,0.55
1457,3,13.3,8.36,0.86
1016,0,10.7,5.8,0.79
1898,1,4.6,6.86,0.75
562,1,5.4,8.62,1.0
2026,4,2.7,7.33,0.74
1696,6,17.7,10.23,0.83
1473,1,5.3,7.36,0.81
683,5,12.7,7.46,0.67
2159,4,11.9,9.71,0.95
1427,1,11.6,6.64,0.62
981,2,7.5,6.65,0.53
500,2,9.6,7.16,0.84
1780,4,18.9,9.95,0.58
2962,5,16.8,9.91,0.64
1480,2,16.6,9.39,0.63
1378,1,10.9,8.79,0.65
2128,2,9.4,9.39,0.71
1101,0,11.5,7.24,0.68
2011,2,7.6,7.47,0.77
2336,2,5.6,8.03,0.72
2658,2,6.1,8.03,0.89
1729,5,8.7,9.7,0.59
1657,4,14.0,9.31,0.74
1185,1,9.6,6.85,0.82
1221,2,0.0,8.12,0.83
1641,2,9.1,6.77,0.81
2057,1,13.5,6.06,0.69
2439,1,16.9,9.06,0.59
1237,4,17.8,9.11,0.65
2844,5,7.0,9.95,0.71
1610,2,11.5,6.85,0.54
1785,3,10.9,7.7,0.77
1276,2,17.0,8.62,0.65
500,3,5.1,7.33,0.8
2418,1,11.1,9.39,0.76
2315,3,18.0,9.55,0.86
1603,1,0.0,8.09,0.98
1846,2,8.6,9.41,0.55
2161,4,7.3,10.45,0.52
706,1,12.5,7.79,0.81
1429,1,10.6,8.53,0.83
2355,3,15.9,10.29,0.64
921,3,7.6,7.31,0.67
2005,5,12.9,9.66,0.46
850,3,10.3,6.26,0.55
2126,3,13.2,8.09,0.64
1775,0,9.4,6.75,0.99
669,1,2.9,7.67,0.61
2615,3,12.4,7.71,0.79
1285,2,1.1,6.47,0.7
1232,3,14.3,7.57,0.95
1940,3,3.6,10.35,0.62
2604,2,13.6,8.62,0.75
1088,4,9.1,8.17,0.59
1843,2,13.1,5.85,0.71
2100,2,15.1,6.88,0.87
2285,2,5.5,7.53,0.38
1923,1,15.4,6.57,0.95
1543,1,4.0,7.78,0.67
1220,2,11.1,7.44,0.56
1860,1,5.2,5.78,1.0
1049,6,6.7,7.37,0.57
500,2,11.7,6.82,0.81
2105,5,18.8,7.78,0.62
2432,6,13.1,10.28,0.61
500,2,14.2,6.21,0.61
1093,2,5.1,7.11,0.87
2233,1,12.1,8.1,1.0
3240,1,0.0,9.19,0.63
1814,5,20.2,8.37,0.89
1290,3,8.8,8.43,0.75
1671,1,3.3,6.97,0.57
2762,4,9.9,8.09,0.42
1347,2,19.8,6.46,0.85
1240,6,17.5,9.97,0.49
1462,2,9.4,8.4,0.76
1132,3,24.7,6.93,0.77
1885,1,12.6,5.89,0.95
2937,2,12.1,7.62,0.64
2026,2,15.9,6.46,0.65
1623,6,21.4,10.75,0.71
1595,5,10.9,11.42,0.65
705,1,3.8,5.43,0.77
1745,2,10.7,7.69,0.64
1673,2,10.0,7.53,0.83
2009,2,5.7,6.97,0.97
1273,1,15.4,8.05,0.58
1501,4,9.9,7.77,0.77
2603,2,4.8,7.48,0.71
1879,0,6.2,6.12,1.0
793,3,7.1,7.74,0.67
2443,0,4.0,6.64,0.8
1332,0,7.9,7.98,0.64
3111,7,19.2,12.0,0.52
1486,4,21.6,10.11,0.6
2696,5,7.5,7.49,0.63
1847,3,10.6,8.53,0.7
2396,3,14.0,8.72,0.66
2139,4,14.8,8.11,0.71
1207,3,8.6,8.9,0.81
1349,4,17.0,9.98,0.8
2520,1,4.5,5.14,0.77
1565,2,7.4,6.03,0.64
1517,4,11.1,6.53,0.63
1131,0,4.8,4.99,1.0
2096,7,23.6,9.34,0.37
3243,2,12.7,8.22,0.81
1052,4,15.3,8.99,0.58
1816,2,7.5,8.64,0.51
2788,1,22.2,7.16,0.59
1744,5,7.5,9.59,0.61
2116,3,16.0,10.82,0.8
1056,5,23.8,10.51,0.75
2099,2,12.5,8.73,1.0
1668,1,10.2,8.02,0.49
2490,1,7.6,7.71,0.83
2631,5,17.2,9.94,0.28
3612,4,12.6,10.41,0.69
2205,2,18.7,6.5,0.89
2028,1,6.4,6.02,0.91
1936,0,4.4,5.94,0.58
1552,0,3.2,6.16,0.44
2036,2,18.3,6.92,0.49
1593,2,13.0,9.53,0.49
1917,4,19.9,10.24,0.54
2722,3,10.0,11.85,0.81
1095,1,2.1,6.04,0.67
2597,3,16.9,8.21,0.65
2721,4,17.3,8.66,0.74
1717,1,5.8,8.09,0.71
500,3,6.7,9.26,0.8
1374,2,7.0,5.87,0.67
2707,3,10.5,7.97,0.54
1783,6,15.8,7.68,0.58
1100,5,16.4,9.36,0.61
1446,1,7.2,6.15,0.82
2388,2,20.7,7.08,0.71
2182,2,20.6,6.69,0.59
1632,1,10.7,6.24,0.54
1543,0,9.7,6.8,0.81
1525,1,6.2,8.26,0.61
1154,1,15.2,6.33,0.76
1574,2,3.5,6.41,0.9
2652,4,9.8,7.2,0.67
2864,5,14.4,11.54,0.6
2498,2,16.0,10.58,0.62
1497,3,0.0,10.12,0.74
2082,5,15.9,8.18,0.57
1783,0,7.9,6.77,0.61
1167,4,10.3,7.02,0.45
2027,2,8.3,6.3,0.57
974,3,16.7,9.04,0.53
2631,0,8.0,6.74,0.84
1474,3,0.0,7.04,0.67
1940,0,7.7,7.78,0.64
1998,4,15.6,8.31,0.3
1618,1,5.9,5.26,0.59
2210,1,0.5,8.9,0.72
1467,6,21.1,10.16,0.64
2409,2,8.1,9.26,0.53
857,1,10.3,5.46,0.79
1888,2,0.7,8.3,0.72
3157,3,17.5,9.55,0.64
1099,1,2.9,6.17,0.78
1325,3,18.3,10.11,0.8
2159,3,8.4,8.12,0.71
1925,1,11.2,7.24,0.64
2045,1,13.5,7.81,0.56
2142,4,6.5,7.91,0.8
2244,3,14.5,8.04,0.69
2576,4,16.2,8.53,0.71
2086,5,4.8,8.38,0.61
